path,scope,collection,field,feeds,reuse_class,bertel_source,transform,mapping_status,review_status,implementation,evidence,notes
Tarifs.Saisonnalite.ThesCode,relation,Tarifs,Saisonnalite.ThesCode,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Tarifs.Saisonnalite.ThesID,relation,Tarifs,Saisonnalite.ThesID,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Tarifs.Saisonnalite.ThesLibelle,relation,Tarifs,Saisonnalite.ThesLibelle,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Tarifs.Saisonnalite.ThesOrdre,relation,Tarifs,Saisonnalite.ThesOrdre,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Tarifs.Saisonnalite.ThesPicto,relation,Tarifs,Saisonnalite.ThesPicto,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Tarifs.SyndicObjectId,relation,Tarifs,SyndicObjectId,decouverte|hebergement|loisir_plein_air|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Thematiques.ID,relation,Thematiques,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Thematiques.Ordre,relation,Thematiques,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Thematiques.SyndicObjectId,relation,Thematiques,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Thematiques.ThesCode,relation,Thematiques,ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_environment_tag + ref_code_environment_tag,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Thematiques.ThesID,relation,Thematiques,ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Thematiques.ThesLibelle,relation,Thematiques,ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_environment_tag + ref_code_environment_tag,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Thematiques.ThesOrdre,relation,Thematiques,ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Thematiques.ThesPicto,relation,Thematiques,ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
TisTracking.CodeOffre,relation,TisTracking,CodeOffre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,"Tourinsoft tracking, not business data"
TisTracking.CodeStructure,relation,TisTracking,CodeStructure,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,"Tourinsoft tracking, not business data"
TisTracking.CodeSyndication,relation,TisTracking,CodeSyndication,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,"Tourinsoft tracking, not business data"
TisTracking.SyndicObjectId,relation,TisTracking,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,"Tourinsoft tracking, not business data"
Transporteurcertifies.Expertaccrediteprestationliee,relation,Transporteurcertifies,Expertaccrediteprestationliee,transport,feed_specific,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Transporteurcertifies.ID,relation,Transporteurcertifies,ID,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Transporteurcertifies.Ordre,relation,Transporteurcertifies,Ordre,transport,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Transporteurcertifies.SyndicObjectId,relation,Transporteurcertifies,SyndicObjectId,transport,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Typecuisines.ID,relation,Typecuisines,ID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Typecuisines.Ordre,relation,Typecuisines,Ordre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Typecuisines.SyndicObjectId,relation,Typecuisines,SyndicObjectId,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Typecuisines.ThesCode,relation,Typecuisines,ThesCode,restauration,feed_specific,object_cuisine_type + ref_code_cuisine_type,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Typecuisines.ThesID,relation,Typecuisines,ThesID,restauration,feed_specific,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Typecuisines.ThesLibelle,relation,Typecuisines,ThesLibelle,restauration,feed_specific,object_cuisine_type + ref_code_cuisine_type,profile_value_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Typed canonical mapping
Typecuisines.ThesOrdre,relation,Typecuisines,ThesOrdre,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Typecuisines.ThesPicto,relation,Typecuisines,ThesPicto,restauration,feed_specific,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Typeequipements.ID,relation,Typeequipements,ID,decouverte|information_service|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Typeequipements.Ordre,relation,Typeequipements,Ordre,decouverte|information_service|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Typeequipements.SyndicObjectId,relation,Typeequipements,SyndicObjectId,decouverte|information_service|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Typeequipements.Typedactivite.ThesCode,relation,Typeequipements,Typedactivite.ThesCode,decouverte|information_service|restauration|transport,shared,,excluded_redundant,excluded,excluded,not_exported,field-union.json,Duplicates profile/category routing
Typeequipements.Typedactivite.ThesID,relation,Typeequipements,Typedactivite.ThesID,decouverte|information_service|restauration|transport,shared,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Typeequipements.Typedactivite.ThesLibelle,relation,Typeequipements,Typedactivite.ThesLibelle,decouverte|information_service|restauration|transport,shared,,excluded_redundant,excluded,excluded,not_exported,field-union.json,Duplicates profile/category routing
Typeequipements.Typedactivite.ThesOrdre,relation,Typeequipements,Typedactivite.ThesOrdre,decouverte|information_service|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Typeequipements.Typedactivite.ThesPicto,relation,Typeequipements,Typedactivite.ThesPicto,decouverte|information_service|restauration|transport,shared,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Videos.ID,relation,Videos,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Videos.IntegrerlavideosursonsitecopiercollerdeObjetouembedYoutubeouDailymotion,relation,Videos,IntegrerlavideosursonsitecopiercollerdeObjetouembedYoutubeouDailymotion,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Videos.Licencecreativecommons,relation,Videos,Licencecreativecommons,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
Videos.Ordre,relation,Videos,Ordre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
Videos.SyndicObjectId,relation,Videos,SyndicObjectId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
Videos.URLvideo,relation,Videos,URLvideo,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,media,published_public_unexpired_video,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Video media type
